station_abbr,reference_timestamp,ths2dymn,ths2dymx,ths200m0,th9120mv,th91dnmv,th91dxmv,ths00nm0,pva2hsm0,ths25xm0,pv9120mv,ths00xm0,ths20nm0,thl200mx,phsstam0,thl200mn,ph9120mv,ths30xm0,xhs000m0,fhs010m0,fh9120mv,rhs001m0,ths35xm0,rhs150m0,rh9120mv,ghs000m0,gh9120mv,shs000m0,sh9120mv,xhs00om0,xhs012m0
SIO,01.05.1969 00:00,8.4,21.0,14.8,-0.5,-1.0,-0.5,0.0,10.3,4.0,0.0,0.0,0.0,31.8,957.1,2.9,-1.6,2.0,85.5,,,7.0,,29.9,58,,,15770.0,115.0,9.4,13.5
SIO,01.06.1969 00:00,9.8,21.5,15.3,-3.7,-3.2,-3.9,0.0,11.9,7.0,-1.2,0.0,0.0,27.8,957.6,5.1,-2.3,0.0,60.0,,,7.0,,67.1,139,,,12502.0,82.0,8.1,12.0
SIO,01.07.1969 00:00,12.9,26.3,19.3,-1.3,-1.6,-1.1,0.0,15.2,21.0,0.6,0.0,0.0,31.8,964.0,5.5,3.7,6.0,8.8,,,7.0,,62.1,100,,,17541.0,108.0,71.4,0.8
SIO,01.08.1969 00:00,11.8,23.7,17.1,-2.8,-2.3,-2.9,0.0,14.4,14.0,-0.3,0.0,0.0,30.2,959.7,4.6,-0.9,1.0,34.9,,,12.0,,80.2,135,,,13729.0,92.0,30.0,2.9
SIO,01.09.1969 00:00,9.5,20.8,15.3,-0.4,-0.9,-1.3,0.0,13.5,2.0,1.4,0.0,0.0,26.4,960.7,5.7,-0.1,0.0,8.6,,,7.0,,39.7,106,,,11263.0,90.0,0.8,0.6
SIO,01.10.1969 00:00,3.3,17.8,10.7,0.0,-2.8,0.9,3.0,9.3,0.0,-0.2,0.0,0.0,22.8,965.5,-0.3,4.6,0.0,217.0,,,1.0,,2.6,6,,,11534.0,120.0,0.0,49.0
SIO,01.11.1969 00:00,-0.3,9.3,3.9,-1.1,-1.4,-0.8,18.0,6.1,0.0,-0.6,1.0,0.0,17.0,956.7,-6.8,-3.6,0.0,482.8,,,8.0,,80.5,160,,,5658.0,99.0,0.0,242.8
SIO,01.12.1969 00:00,-8.6,-0.9,-5.1,-6.0,-6.2,-6.0,30.0,3.2,0.0,-2.1,17.0,0.0,4.3,956.1,-14.6,-6.5,0.0,778.0,,,6.0,,30.1,44,,,4634.0,113.0,0.0,530.0
SIO,01.01.1970 00:00,-2.3,4.5,0.6,0.1,0.7,-0.5,16.0,4.5,0.0,-0.5,3.0,0.0,11.6,954.0,-11.7,-9.0,0.0,600.7,,,6.0,0.0,33.3,64,,,3601.0,64.0,0.0,352.7
SIO,01.02.1970 00:00,-2.0,3.4,0.5,-1.8,-0.1,-4.2,17.0,4.3,0.0,-0.8,6.0,0.0,12.9,955.5,-12.0,-6.0,0.0,544.0,,,13.0,0.0,199.0,493,,,2968.0,38.0,0.0,320.0
SIO,01.03.1970 00:00,-1.6,6.9,2.6,-4.6,-3.5,-6.6,18.0,4.5,0.0,-1.5,3.0,0.0,16.5,955.2,-10.4,-4.5,0.0,540.0,,,8.0,0.0,68.7,186,,,7514.0,67.0,0.0,292.0
SIO,01.04.1970 00:00,3.0,12.5,7.1,-4.2,-2.3,-5.1,6.0,6.0,0.0,-1.3,0.0,0.0,24.8,958.3,-3.8,1.1,0.0,361.3,,,12.0,0.0,74.0,220,,,10284.0,82.0,0.0,161.3
SIO,01.05.1970 00:00,6.5,19.2,13.1,-2.2,-2.9,-2.3,0.0,9.0,1.0,-1.3,0.0,0.0,25.8,958.8,0.3,0.1,0.0,93.6,,,8.0,0.0,32.4,62,,,14507.0,105.0,0.0,21.6
SIO,01.06.1970 00:00,12.0,25.4,18.4,-0.6,-1.0,0.0,0.0,13.8,17.0,0.7,0.0,0.0,31.5,960.5,7.1,0.6,1.0,8.7,,,10.0,0.0,51.1,106,,,14872.0,98.0,31.7,0.7
SIO,01.07.1970 00:00,11.8,25.6,18.6,-2.0,-2.7,-1.8,0.0,13.7,18.0,-0.9,0.0,0.0,32.0,960.5,4.4,0.2,6.0,16.5,,,6.0,0.0,33.8,55,,,18029.0,111.0,46.3,0.5
SIO,01.08.1970 00:00,12.2,24.3,18.0,-1.9,-1.9,-2.3,0.0,15.1,13.0,0.4,0.0,0.0,31.8,959.7,5.8,-0.9,4.0,8.1,,,11.0,0.0,62.8,105,,,13458.0,90.0,35.4,0.1
SIO,01.09.1970 00:00,9.0,22.6,16.2,0.5,-1.4,0.5,0.0,13.1,7.0,1.0,0.0,0.0,29.2,962.8,3.3,2.0,0.0,8.0,,,3.0,0.0,20.0,53,,,14931.0,120.0,8.2,0.0
SIO,01.10.1970 00:00,3.2,15.0,8.9,-1.8,-2.9,-1.9,10.0,9.0,1.0,-0.5,0.0,0.0,25.1,964.1,-2.8,3.2,0.0,298.4,,,6.0,0.0,29.5,69,,,9302.0,97.0,0.0,114.4
SIO,01.11.1970 00:00,1.1,10.7,5.4,0.4,0.0,0.6,12.0,6.8,0.0,0.1,0.0,0.0,18.4,960.7,-3.6,0.4,0.0,439.1,,,7.0,0.0,56.6,112,,,5918.0,103.0,0.0,199.1
SIO,01.12.1970 00:00,-4.5,3.5,-1.1,-2.0,-2.1,-1.6,27.0,4.3,0.0,-1.0,5.0,0.0,11.6,963.0,-12.9,0.4,0.0,654.2,,,3.0,0.0,8.5,13,,,5293.0,129.0,0.0,406.2
SIO,01.01.1971 00:00,-5.5,3.3,-2.0,-2.5,-2.5,-1.7,24.0,3.9,0.0,-1.1,7.0,0.0,11.6,957.7,-15.2,-5.3,0.0,683.6,,,5.0,0.0,42.9,83,,,5771.0,103.0,0.0,435.6
SIO,01.02.1971 00:00,-2.4,5.8,1.2,-1.1,-0.5,-1.8,23.0,4.1,0.0,-1.0,0.0,0.0,9.1,961.6,-5.0,0.1,0.0,525.7,,,3.0,0.0,13.7,34,,,7595.0,97.0,0.0,301.7
SIO,01.03.1971 00:00,-2.8,7.2,1.8,-5.4,-4.7,-6.3,19.0,4.1,0.0,-1.9,3.0,0.0,16.6,955.1,-13.8,-4.6,0.0,563.4,,,4.0,0.0,61.7,167,,,9814.0,87.0,0.0,315.4
SIO,01.04.1971 00:00,6.0,18.9,12.5,1.2,0.7,1.3,0.0,7.4,0.0,0.1,0.0,0.0,24.6,954.1,0.2,-3.1,0.0,118.9,,,4.0,0.0,17.8,53,,,13693.0,109.0,0.0,22.9
SIO,01.05.1971 00:00,9.6,21.0,14.9,-0.4,0.2,-0.5,0.0,10.9,4.0,0.6,0.0,0.0,28.9,955.3,4.5,-3.4,0.0,64.8,,,11.0,0.0,60.9,117,,,11267.0,82.0,4.1,8.8
SIO,01.06.1971 00:00,10.7,21.8,15.6,-3.4,-2.3,-3.6,0.0,12.1,5.0,-1.0,0.0,0.0,28.7,957.6,5.8,-2.3,0.0,36.3,,,11.0,0.0,70.1,145,,,12647.0,83.0,5.4,4.3
SIO,01.07.1971 00:00,13.1,28.3,20.7,0.1,-1.4,0.9,0.0,14.9,25.0,0.3,0.0,0.0,33.7,961.1,7.1,0.8,10.0,0.0,,,4.0,0.0,22.8,37,,,19939.0,123.0,86.5,0.0
SIO,01.08.1971 00:00,13.3,26.4,19.5,-0.4,-0.8,-0.2,0.0,15.8,17.0,1.1,0.0,0.0,34.1,959.8,9.8,-0.8,7.0,0.0,,,9.0,0.0,89.4,150,,,16333.0,109.0,56.3,0.0
SIO,01.09.1971 00:00,8.1,20.2,14.2,-1.5,-2.3,-1.9,0.0,12.1,2.0,0.0,0.0,0.0,25.4,963.9,1.7,3.1,0.0,50.1,,,4.0,0.0,17.6,47,,,14648.0,117.0,0.1,10.1
SIO,01.10.1971 00:00,3.9,16.8,9.9,-0.8,-2.2,-0.1,3.0,9.4,0.0,-0.1,0.0,0.0,22.0,968.3,-0.8,7.4,0.0,283.7,,,2.0,0.0,10.9,25,,,12062.0,126.0,0.0,67.7
SIO,01.11.1971 00:00,-1.4,6.9,1.9,-3.1,-2.5,-3.2,18.0,5.9,0.0,-0.8,2.0,0.0,14.2,957.8,-13.1,-2.5,0.0,542.3,,,7.0,0.0,127.1,252,,,5548.0,97.0,0.0,302.3
SIO,01.12.1971 00:00,-3.8,3.8,-0.5,-1.4,-1.4,-1.3,29.0,4.5,0.0,-0.8,2.0,0.0,9.7,968.9,-8.9,6.3,0.0,633.6,,,2.0,0.0,4.4,6,,,5603.0,137.0,0.0,385.6
SIO,01.01.1972 00:00,-2.6,3.9,0.0,-0.5,0.4,-1.1,25.0,4.2,0.0,-0.8,1.0,0.0,8.6,956.6,-10.1,-6.4,0.0,621.2,,,4.0,0.0,19.2,37,,,4688.0,84.0,0.0,373.2
SIO,01.02.1972 00:00,0.7,9.4,4.6,2.3,2.6,1.8,8.0,5.0,0.0,-0.1,0.0,0.0,16.0,955.1,-5.3,-6.4,0.0,446.2,,,6.0,0.0,26.2,65,,,4606.0,59.0,0.0,214.2
SIO,01.03.1972 00:00,1.9,13.7,7.4,0.2,0.0,0.2,5.0,5.6,0.0,-0.4,0.0,0.0,20.1,957.1,-1.4,-2.6,0.0,391.9,,,1.0,0.0,7.8,21,,,10455.0,93.0,0.0,143.9
SIO,01.04.1972 00:00,4.2,14.7,8.8,-2.5,-1.1,-2.9,1.0,7.2,0.0,-0.1,0.0,0.0,23.8,953.7,-0.3,-3.5,0.0,302.1,,,8.0,0.0,37.7,112,,,10698.0,85.0,0.0,102.1
SIO,01.05.1972 00:00,8.0,19.3,13.1,-2.2,-1.4,-2.2,0.0,9.4,0.0,-0.9,0.0,0.0,24.9,957.0,0.3,-1.7,0.0,103.7,,,9.0,0.0,26.9,52,,,12328.0,90.0,0.7,23.7
SIO,01.06.1972 00:00,10.2,22.4,15.7,-3.3,-2.8,-3.0,0.0,11.8,9.0,-1.3,0.0,0.0,29.4,958.7,5.3,-1.2,0.0,24.8,,,8.0,0.0,43.7,91,,,13529.0,89.0,10.4,8.8
SIO,01.07.1972 00:00,12.8,25.4,18.8,-1.8,-1.7,-2.0,0.0,14.0,16.0,-0.6,0.0,0.0,32.6,960.2,6.5,-0.1,5.0,0.0,,,5.0,0.0,24.8,40,,,15279.0,94.0,42.3,0.0
SIO,01.08.1972 00:00,11.4,23.8,17.4,-2.5,-2.7,-2.8,0.0,13.8,11.0,-0.9,0.0,0.0,31.6,960.7,5.7,0.1,5.0,8.4,,,6.0,0.0,28.9,48,,,14228.0,95.0,31.6,0.4
SIO,01.09.1972 00:00,6.4,18.2,12.1,-3.6,-4.0,-3.9,0.0,10.4,1.0,-1.7,0.0,0.0,25.8,960.5,0.3,-0.3,0.0,184.1,,,2.0,0.0,9.8,26,,,11057.0,89.0,0.0,40.1
SIO,01.10.1972 00:00,3.2,14.9,8.5,-2.2,-2.9,-2.0,1.0,8.6,0.0,-0.9,0.0,0.0,22.1,961.6,-0.4,0.7,0.0,344.0,,,3.0,0.0,27.4,64,,,9488.0,99.0,0.0,112.0
SIO,01.11.1972 00:00,0.5,8.8,3.6,-1.4,-0.6,-1.3,9.0,6.4,0.0,-0.3,0.0,0.0,16.0,963.1,-5.8,2.8,0.0,492.2,,,12.0,0.0,161.6,321,,,5548.0,97.0,0.0,252.2
SIO,01.12.1972 00:00,-2.9,6.0,0.7,-0.2,-0.5,0.9,22.0,4.3,0.0,-1.0,2.0,0.0,14.0,967.1,-8.7,4.5,0.0,597.3,,,2.0,0.0,13.2,19,,,5801.0,141.0,0.0,349.3
SIO,01.01.1973 00:00,-3.1,3.5,-0.7,-1.2,-0.1,-1.5,26.0,4.3,0.0,-0.7,3.0,0.0,8.9,964.7,-8.3,1.7,0.0,643.3,,,3.0,0.0,19.6,38,,,4376.0,78.0,0.0,395.3
SIO,01.02.1973 00:00,-4.1,3.6,-0.9,-3.2,-2.2,-4.0,22.0,3.5,0.0,-1.6,1.0,0.0,8.5,958.5,-9.8,-3.0,0.0,584.5,,,5.0,0.0,35.2,87,,,7264.0,93.0,0.0,360.5
SIO,01.03.1973 00:00,-0.9,10.7,4.1,-3.1,-2.8,-2.8,18.0,4.5,0.0,-1.5,0.0,0.0,19.5,963.6,-7.8,3.9,0.0,491.4,,,2.0,0.0,3.8,10,,,12470.0,111.0,0.0,243.4
SIO,01.04.1973 00:00,2.3,12.5,6.7,-4.6,-3.0,-5.1,7.0,5.5,0.0,-1.8,0.0,0.0,22.6,957.0,-5.3,-0.2,0.0,377.0,,,7.0,0.0,45.6,135,,,12565.0,100.0,0.0,161.0
SIO,01.05.1973 00:00,9.1,21.4,14.9,-0.4,-0.3,-0.1,0.0,10.2,5.0,-0.1,0.0,0.0,26.7,960.2,2.9,1.5,0.0,65.9,,,7.0,0.0,24.1,46,,,13768.0,100.0,1.5,9.9
SIO,01.06.1973 00:00,11.7,24.3,17.6,-1.4,-1.3,-1.1,0.0,13.4,16.0,0.3,0.0,0.0,30.3,960.9,6.2,1.0,2.0,45.1,,,9.0,0.0,80.0,166,,,14859.0,97.0,30.7,5.1
SIO,01.07.1973 00:00,12.7,24.4,18.1,-2.5,-1.8,-3.0,0.0,14.0,14.0,-0.6,0.0,0.0,32.2,958.0,6.9,-2.3,4.0,0.0,,,12.0,0.0,95.0,153,,,14543.0,89.0,37.8,0.0
SIO,01.08.1973 00:00,13.9,25.9,19.6,-0.3,-0.2,-0.7,0.0,16.3,21.0,1.6,0.0,0.0,31.8,962.4,10.9,1.8,2.0,0.0,,,6.0,0.0,30.0,50,,,13994.0,93.0,59.8,0.0
SIO,01.09.1973 00:00,9.2,21.7,15.1,-0.6,-1.2,-0.4,0.0,13.1,10.0,1.0,0.0,0.0,29.2,961.1,2.7,0.3,0.0,76.0,,,7.0,0.0,38.4,102,,,12729.0,102.0,9.6,12.0
SIO,01.10.1973 00:00,3.2,14.4,8.2,-2.5,-2.9,-2.5,8.0,8.9,0.0,-0.6,0.0,0.0,22.8,962.4,-3.4,1.5,0.0,343.5,,,6.0,0.0,50.8,119,,,8656.0,90.0,0.0,127.5
SIO,01.11.1973 00:00,-1.1,8.9,3.0,-2.0,-2.2,-1.2,19.0,6.2,0.0,-0.5,1.0,0.0,14.3,965.7,-9.0,5.4,0.0,510.6,,,5.0,0.0,39.1,78,,,6664.0,116.0,0.0,270.6
SIO,01.12.1973 00:00,-3.1,4.6,-0.2,-1.1,-0.7,-0.5,22.0,4.8,0.0,-0.5,5.0,0.0,13.3,960.3,-17.4,-2.3,0.0,625.3,,,5.0,0.0,43.5,64,,,3940.0,96.0,0.0,377.3
SIO,01.01.1974 00:00,-0.3,7.0,2.3,1.8,2.7,2.0,15.0,5.5,0.0,0.5,1.0,0.0,13.4,965.0,-5.3,2.0,0.0,549.9,,,7.0,0.0,18.7,36,,,4192.0,75.0,0.0,301.9
SIO,01.02.1974 00:00,0.4,7.7,3.2,0.9,2.3,0.1,11.0,5.5,0.0,0.4,0.0,0.0,13.5,954.6,-4.0,-6.9,0.0,469.8,,,8.0,0.0,47.5,118,,,4890.0,62.0,0.0,245.8
SIO,01.03.1974 00:00,2.6,13.2,7.4,0.2,0.7,-0.3,8.0,6.1,0.0,0.1,0.0,0.0,21.9,957.1,-3.4,-2.6,0.0,346.7,,,3.0,0.0,49.8,135,,,8026.0,71.0,0.0,154.7
SIO,01.04.1974 00:00,3.2,16.4,9.6,-1.7,-2.1,-1.2,3.0,6.8,0.0,-0.5,0.0,0.0,21.6,953.6,-2.4,-3.6,0.0,268.8,,,2.0,0.0,10.2,30,,,13925.0,111.0,0.0,76.8
SIO,01.05.1974 00:00,7.3,19.1,12.9,-2.4,-2.1,-2.4,0.0,9.5,3.0,-0.8,0.0,0.0,26.6,956.5,2.3,-2.2,0.0,145.2,,,8.0,0.0,56.7,109,,,11842.0,86.0,1.4,33.2
SIO,01.06.1974 00:00,9.8,22.0,15.7,-3.3,-3.2,-3.4,0.0,11.9,7.0,-1.2,0.0,0.0,27.1,958.1,5.2,-1.8,0.0,18.2,,,9.0,0.0,120.9,251,,,13933.0,91.0,6.2,2.2
SIO,01.07.1974 00:00,11.8,25.1,18.5,-2.1,-2.7,-2.3,0.0,13.1,19.0,-1.5,0.0,0.0,32.0,961.4,7.2,1.1,1.0,0.0,,,7.0,0.0,22.6,37,,,16744.0,103.0,38.5,0.0
SIO,01.08.1974 00:00,12.8,26.4,19.3,-0.6,-1.3,-0.2,0.0,14.8,19.0,0.1,0.0,0.0,34.6,960.4,5.8,-0.2,6.0,0.0,,,12.0,0.0,40.3,68,,,16105.0,107.0,58.8,0.0
SIO,01.09.1974 00:00,8.2,19.8,13.6,-2.1,-2.2,-2.3,0.0,12.2,5.0,0.1,0.0,0.0,27.8,959.0,0.3,-1.8,0.0,106.3,,,11.0,0.0,87.9,234,,,10421.0,84.0,1.0,34.3
SIO,01.10.1974 00:00,1.6,9.1,4.4,-6.3,-4.5,-7.8,6.0,7.2,0.0,-2.3,0.0,0.0,13.6,956.8,-3.5,-4.1,0.0,483.8,,,11.0,0.0,108.9,254,,,5601.0,58.0,0.0,235.8
SIO,01.11.1974 00:00,0.9,9.2,3.7,-1.3,-0.2,-0.9,12.0,6.5,0.0,-0.2,0.0,0.0,17.4,960.3,-4.9,0.0,0.0,490.5,,,10.0,0.0,86.0,171,,,4484.0,78.0,0.0,250.5
SIO,01.12.1974 00:00,-1.1,6.3,1.3,0.4,1.3,1.2,16.0,5.6,0.0,0.3,1.0,0.0,10.8,968.2,-9.3,5.6,0.0,580.1,,,9.0,0.0,67.7,100,,,4741.0,116.0,0.0,332.1
SIO,01.01.1975 00:00,-0.4,7.1,2.2,1.7,2.6,2.1,14.0,5.4,0.0,0.4,0.0,0.0,13.5,964.7,-5.3,1.7,0.0,550.7,,,9.0,0.0,89.3,172,,,5109.0,91.0,0.0,302.7
SIO,01.02.1975 00:00,-2.1,9.2,2.8,0.5,-0.2,1.6,22.0,4.4,0.0,-0.7,0.0,0.0,16.8,964.6,-4.8,3.1,0.0,480.0,,,2.0,0.0,4.0,10,,,10452.0,133.0,0.0,256.0
SIO,01.03.1975 00:00,1.1,9.5,4.4,-2.8,-0.8,-4.0,9.0,5.3,0.0,-0.7,0.0,0.0,16.5,951.4,-6.2,-8.3,0.0,484.2,,,8.0,0.0,33.4,91,,,7508.0,67.0,0.0,236.2
SIO,01.04.1975 00:00,3.6,15.5,9.1,-2.2,-1.7,-2.1,4.0,7.1,0.0,-0.2,0.0,0.0,23.2,957.6,-2.4,0.4,0.0,248.6,,,5.0,0.0,31.3,93,,,13937.0,111.0,0.0,112.6
SIO,01.05.1975 00:00,8.3,19.9,13.7,-1.6,-1.1,-1.6,0.0,10.0,5.0,-0.3,0.0,0.0,31.0,956.8,2.9,-1.9,1.0,93.0,,,7.0,0.0,41.9,81,,,12896.0,94.0,9.2,21.0
SIO,01.06.1975 00:00,10.6,22.5,16.1,-2.9,-2.4,-2.9,0.0,12.0,9.0,-1.1,0.0,0.0,30.5,959.4,3.3,-0.5,1.0,65.9,,,8.0,0.0,30.7,64,,,13460.0,88.0,18.8,9.9
SIO,01.07.1975 00:00,12.6,25.9,19.3,-1.3,-1.9,-1.5,0.0,14.2,21.0,-0.4,0.0,0.0,32.6,960.3,6.6,0.0,2.0,0.0,,,6.0,0.0,41.8,68,,,17924.0,110.0,53.6,0.0
SIO,01.08.1975 00:00,12.8,24.7,18.2,-1.7,-1.3,-1.9,0.0,15.2,16.0,0.5,0.0,0.0,32.6,960.8,6.6,0.2,7.0,17.4,,,7.0,0.0,40.2,67,,,12621.0,84.0,43.9,1.4
SIO,01.09.1975 00:00,10.9,22.2,16.2,0.5,0.5,0.1,0.0,14.2,4.0,2.1,0.0,0.0,33.1,961.4,6.1,0.6,1.0,25.2,,,7.0,0.0,38.3,102,,,9956.0,80.0,6.5,1.2
SIO,01.10.1975 00:00,2.9,14.3,7.9,-2.8,-3.2,-2.6,10.0,8.8,0.0,-0.7,0.0,0.0,21.6,963.6,-2.4,2.7,0.0,349.4,,,3.0,0.0,8.2,19,,,9798.0,102.0,0.0,133.4
SIO,01.11.1975 00:00,0.5,8.7,3.2,-1.8,-0.6,-1.4,11.0,6.9,0.0,0.2,0.0,0.0,17.7,959.9,-6.1,-0.4,0.0,504.4,,,12.0,0.0,72.0,143,,,5721.0,100.0,0.0,264.4
SIO,01.12.1975 00:00,-3.8,3.2,-1.5,-2.4,-1.4,-1.9,26.0,4.6,0.0,-0.7,5.0,0.0,10.2,965.5,-7.7,2.9,0.0,666.8,,,0.0,0.0,0.8,1,,,4931.0,120.0,0.0,418.8
SIO,01.01.1976 00:00,-2.9,5.4,0.3,-0.2,0.1,0.4,24.0,4.4,0.0,-0.6,4.0,0.0,12.7,963.7,-10.3,0.7,0.0,611.8,,,3.0,0.0,7.6,15,,,4967.0,89.0,0.0,363.8
SIO,01.02.1976 00:00,-2.1,6.8,1.6,-0.7,-0.2,-0.8,25.0,4.7,0.0,-0.4,2.0,0.0,13.9,962.2,-6.8,0.7,0.0,533.0,,,5.0,0.0,41.2,102,,,7863.0,100.0,0.0,301.0
SIO,01.03.1976 00:00,0.2,11.0,4.8,-2.4,-1.7,-2.5,12.0,5.3,0.0,-0.7,1.0,0.0,21.1,959.6,-6.6,-0.1,0.0,469.7,,,3.0,0.0,7.7,21,,,11364.0,101.0,0.0,221.7
SIO,01.04.1976 00:00,3.6,16.0,9.2,-2.1,-1.7,-1.6,2.0,6.5,0.0,-0.8,0.0,0.0,23.2,955.8,-2.8,-1.4,0.0,257.3,,,3.0,0.0,35.8,106,,,14437.0,115.0,0.0,97.3
