reference_timestamp,ths200m0,th9120mv,rhs150m0,rh9120mv,shs000m0,sh9120mv
01.11.1946 00:00,3.2,-1.8,24.5,49,5738.0,100.0
01.12.1946 00:00,-2.1,-3.0,35.7,53,2774.0,68.0
01.01.1947 00:00,-3.2,-3.7,58.8,114,5790.0,103.0
01.02.1947 00:00,0.4,-1.9,22.6,56,5179.0,66.0
01.03.1947 00:00,5.7,-1.5,112.1,304,5732.0,51.0
01.04.1947 00:00,12.1,0.8,21.1,63,14723.0,117.0
01.05.1947 00:00,15.8,0.5,30.8,59,12476.0,91.0
01.06.1947 00:00,19.4,0.4,23.7,49,17582.0,115.0
01.07.1947 00:00,20.9,0.3,33.4,54,18354.0,113.0
01.08.1947 00:00,20.7,0.8,22.5,38,18026.0,120.0
01.09.1947 00:00,16.7,1.0,41.9,111,14639.0,117.0
01.10.1947 00:00,9.7,-1.0,10.4,24,9927.0,104.0
01.11.1947 00:00,5.5,0.5,84.9,168,5017.0,88.0
01.12.1947 00:00,-0.3,-1.2,58.9,87,3023.0,74.0
01.01.1948 00:00,1.9,1.4,90.7,175,3861.0,69.0
01.02.1948 00:00,2.6,0.3,19.6,49,6851.0,87.0
01.03.1948 00:00,9.4,2.2,8.8,24,14742.0,131.0
01.04.1948 00:00,10.5,-0.8,31.7,94,13060.0,104.0
01.05.1948 00:00,15.4,0.1,6.4,12,14601.0,106.0
01.06.1948 00:00,16.3,-2.7,76.7,159,13504.0,89.0
01.07.1948 00:00,16.5,-4.1,41.4,67,13367.0,82.0
01.08.1948 00:00,17.2,-2.7,67.5,113,12451.0,83.0
01.09.1948 00:00,13.9,-1.8,77.0,205,14024.0,112.0
01.10.1948 00:00,9.2,-1.5,22.0,51,9567.0,100.0
01.11.1948 00:00,3.8,-1.2,32.8,65,6940.0,121.0
01.12.1948 00:00,-0.5,-1.4,13.0,19,6600.0,161.0
01.01.1949 00:00,0.1,-0.4,26.4,51,6957.0,124.0
01.02.1949 00:00,1.8,-0.5,2.6,6,10638.0,136.0
01.03.1949 00:00,3.4,-3.8,14.6,40,12324.0,109.0
01.04.1949 00:00,12.7,1.4,42.6,126,13488.0,107.0
01.05.1949 00:00,12.6,-2.7,36.1,69,10761.0,78.0
01.06.1949 00:00,17.7,-1.3,35.3,73,18380.0,121.0
01.07.1949 00:00,20.5,-0.1,17.8,29,20219.0,124.0
01.08.1949 00:00,19.5,-0.4,66.2,111,17376.0,116.0
01.09.1949 00:00,16.9,1.2,57.6,153,11857.0,95.0
01.10.1949 00:00,11.0,0.3,12.4,29,11209.0,117.0
01.11.1949 00:00,3.2,-1.8,51.9,103,4980.0,87.0
01.12.1949 00:00,0.6,-0.3,43.7,65,4220.0,103.0
01.01.1950 00:00,-0.8,-1.3,36.2,70,6190.0,110.0
01.02.1950 00:00,2.8,0.5,111.8,277,4554.0,58.0
01.03.1950 00:00,6.7,-0.5,3.5,9,13209.0,117.0
01.04.1950 00:00,8.1,-3.2,35.1,104,10041.0,80.0
01.05.1950 00:00,15.7,0.4,26.2,50,14093.0,102.0
01.06.1950 00:00,19.7,0.7,25.2,52,18745.0,123.0
01.07.1950 00:00,21.1,0.5,38.3,62,18982.0,117.0
01.08.1950 00:00,18.3,-1.6,71.4,120,14292.0,95.0
01.09.1950 00:00,13.7,-2.0,54.9,146,11102.0,89.0
01.10.1950 00:00,8.8,-1.9,5.1,12,11136.0,116.0
01.11.1950 00:00,3.4,-1.6,174.0,345,3279.0,57.0
01.12.1950 00:00,-2.3,-3.2,46.2,68,2831.0,69.0
01.01.1951 00:00,0.4,-0.1,67.7,131,4988.0,89.0
01.02.1951 00:00,1.9,-0.4,54.7,135,5185.0,66.0
01.03.1951 00:00,4.1,-3.1,56.8,154,8477.0,75.0
01.04.1951 00:00,9.5,-1.8,35.6,106,13904.0,110.0
01.05.1951 00:00,13.4,-1.9,25.7,49,12450.0,91.0
01.06.1951 00:00,16.9,-2.1,48.3,100,13511.0,89.0
01.07.1951 00:00,19.3,-1.3,49.2,79,18081.0,111.0
01.08.1951 00:00,17.2,-2.7,84.5,142,13233.0,88.0
01.09.1951 00:00,15.4,-0.3,15.8,42,11851.0,95.0
01.10.1951 00:00,8.7,-2.0,15.2,36,9483.0,99.0
01.11.1951 00:00,5.7,0.7,72.1,143,4449.0,78.0
01.12.1951 00:00,0.3,-0.6,37.7,56,6469.0,158.0
01.01.1952 00:00,-2.2,-2.7,63.8,123,5259.0,94.0
01.02.1952 00:00,-1.5,-3.8,34.7,86,6725.0,86.0
01.03.1952 00:00,6.5,-0.7,51.3,139,8634.0,77.0
01.04.1952 00:00,11.4,0.1,42.8,127,13328.0,106.0
01.05.1952 00:00,15.4,0.1,17.1,33,17537.0,128.0
01.06.1952 00:00,19.0,0.0,48.7,101,18236.0,120.0
01.07.1952 00:00,21.7,1.1,11.4,18,20194.0,124.0
01.08.1952 00:00,18.3,-1.6,88.5,148,14772.0,99.0
01.09.1952 00:00,11.5,-4.2,59.5,158,9757.0,78.0
01.10.1952 00:00,8.0,-2.7,132.6,310,6772.0,71.0
01.11.1952 00:00,2.4,-2.6,147.6,293,3135.0,55.0
01.12.1952 00:00,-0.5,-1.4,131.9,195,1948.0,47.0
01.01.1953 00:00,-5.4,-5.9,5.6,11,7683.0,137.0
01.02.1953 00:00,-2.1,-4.4,35.8,89,7980.0,102.0
01.03.1953 00:00,5.9,-1.3,1.4,4,15330.0,136.0
01.04.1953 00:00,10.9,-0.4,16.2,48,12651.0,100.0
01.05.1953 00:00,15.8,0.5,29.7,57,16263.0,118.0
01.06.1953 00:00,15.7,-3.3,79.7,165,9366.0,61.0
01.07.1953 00:00,18.9,-1.7,57.7,93,16508.0,101.0
01.08.1953 00:00,18.2,-1.7,31.2,52,17054.0,114.0
01.09.1953 00:00,15.7,0.0,34.1,91,11194.0,90.0
01.10.1953 00:00,10.3,-0.4,28.2,66,8875.0,93.0
01.11.1953 00:00,2.7,-2.3,12.3,24,8837.0,154.0
01.12.1953 00:00,2.6,1.7,7.0,10,4601.0,112.0
01.01.1954 00:00,-2.7,-3.2,45.1,87,4002.0,71.0
01.02.1954 00:00,-0.2,-2.5,35.8,89,5415.0,69.0
01.03.1954 00:00,6.8,-0.4,26.5,72,10810.0,96.0
01.04.1954 00:00,7.7,-3.6,76.3,226,9670.0,77.0
01.05.1954 00:00,13.3,-2.0,14.6,28,14185.0,103.0
01.06.1954 00:00,17.7,-1.3,46.1,96,13811.0,91.0
01.07.1954 00:00,17.1,-3.5,22.1,36,14636.0,90.0
01.08.1954 00:00,16.4,-3.5,101.2,170,13106.0,87.0
01.09.1954 00:00,14.1,-1.6,105.5,281,11029.0,88.0
01.10.1954 00:00,9.0,-1.7,31.5,74,10456.0,109.0
01.11.1954 00:00,4.4,-0.6,41.7,83,7486.0,131.0
01.12.1954 00:00,0.9,0.0,131.0,194,4845.0,118.0
01.01.1955 00:00,1.4,0.9,148.5,287,3270.0,58.0
01.02.1955 00:00,0.6,-1.7,174.8,433,4670.0,60.0
01.03.1955 00:00,3.6,-3.6,28.1,76,11094.0,98.0
01.04.1955 00:00,10.6,-0.7,2.6,8,16789.0,133.0
01.05.1955 00:00,13.2,-2.1,60.0,115,16046.0,117.0
01.06.1955 00:00,17.1,-1.9,39.5,82,12597.0,83.0
01.07.1955 00:00,18.5,-2.1,40.2,65,13456.0,83.0
01.08.1955 00:00,17.1,-2.8,83.0,139,14116.0,94.0
01.09.1955 00:00,13.8,-1.9,14.4,38,12630.0,101.0
01.10.1955 00:00,7.8,-2.9,14.7,34,9803.0,102.0
01.11.1955 00:00,2.4,-2.6,6.4,13,6522.0,114.0
01.12.1955 00:00,1.7,0.8,71.9,106,4150.0,101.0
01.01.1956 00:00,0.0,-0.5,78.6,152,4207.0,75.0
01.02.1956 00:00,-6.5,-8.8,0.8,2,6747.0,86.0
01.03.1956 00:00,5.5,-1.7,18.9,51,9586.0,85.0
01.04.1956 00:00,7.8,-3.5,23.9,71,10233.0,81.0
01.05.1956 00:00,14.8,-0.5,61.9,119,14977.0,109.0
01.06.1956 00:00,15.4,-3.6,11.7,24,13524.0,89.0
01.07.1956 00:00,17.9,-2.7,92.6,150,15829.0,97.0
01.08.1956 00:00,15.8,-4.1,117.7,197,10949.0,73.0
01.09.1956 00:00,15.4,-0.3,35.3,94,12654.0,101.0
01.10.1956 00:00,7.3,-3.4,32.9,77,9556.0,100.0
01.11.1956 00:00,1.7,-3.3,13.8,27,5109.0,89.0
01.12.1956 00:00,-0.9,-1.8,3.8,6,6211.0,151.0
01.01.1957 00:00,-2.0,-2.5,5.6,11,6336.0,113.0
01.02.1957 00:00,3.3,1.0,211.1,523,5135.0,65.0
01.03.1957 00:00,9.0,1.8,14.9,40,13185.0,117.0
01.04.1957 00:00,9.9,-1.4,5.6,17,12561.0,100.0
01.05.1957 00:00,11.6,-3.7,36.0,69,12615.0,92.0
01.06.1957 00:00,17.0,-2.0,75.2,156,12440.0,82.0
01.07.1957 00:00,18.6,-2.0,42.2,68,15626.0,96.0
01.08.1957 00:00,16.9,-3.0,67.3,113,13863.0,93.0
01.09.1957 00:00,13.6,-2.1,39.0,104,11145.0,89.0
01.10.1957 00:00,8.9,-1.8,11.7,27,12705.0,133.0
01.11.1957 00:00,3.7,-1.3,16.0,32,6414.0,112.0
01.12.1957 00:00,-0.9,-1.8,54.5,81,6023.0,147.0
01.01.1958 00:00,-2.0,-2.5,56.0,108,5825.0,104.0
01.02.1958 00:00,2.8,0.5,113.7,281,5245.0,67.0
01.03.1958 00:00,2.9,-4.3,25.8,70,9610.0,85.0
01.04.1958 00:00,7.5,-3.8,9.7,29,12683.0,101.0
01.05.1958 00:00,16.1,0.8,58.6,113,13453.0,98.0
01.06.1958 00:00,16.3,-2.7,51.1,106,13406.0,88.0
01.07.1958 00:00,18.7,-1.9,57.5,93,16076.0,99.0
01.08.1958 00:00,18.4,-1.5,67.5,113,16147.0,108.0
01.09.1958 00:00,16.1,0.4,43.2,115,13013.0,104.0
01.10.1958 00:00,8.1,-2.6,47.9,112,7553.0,79.0
01.11.1958 00:00,2.8,-2.2,29.8,59,3279.0,57.0
01.12.1958 00:00,0.8,-0.1,72.8,108,3253.0,79.0
01.01.1959 00:00,-0.7,-1.2,81.9,158,5124.0,91.0
01.02.1959 00:00,3.2,0.9,1.1,3,11411.0,145.0
01.03.1959 00:00,8.6,1.4,14.7,40,8689.0,77.0
01.04.1959 00:00,10.2,-1.1,61.6,183,13258.0,105.0
01.05.1959 00:00,14.9,-0.4,19.9,38,16554.0,120.0
01.06.1959 00:00,17.9,-1.1,58.8,122,14633.0,96.0
01.07.1959 00:00,20.2,-0.4,54.8,89,18500.0,114.0
01.08.1959 00:00,18.0,-1.9,57.9,97,15913.0,106.0
01.09.1959 00:00,16.2,0.5,19.9,53,11589.0,93.0
01.10.1959 00:00,8.9,-1.8,42.0,98,10236.0,107.0
01.11.1959 00:00,3.0,-2.0,16.0,32,6548.0,114.0
01.12.1959 00:00,1.2,0.3,119.6,177,4004.0,98.0
01.01.1960 00:00,-0.3,-0.8,36.9,71,4983.0,89.0
01.02.1960 00:00,2.7,0.4,77.9,193,6105.0,78.0
01.03.1960 00:00,7.4,0.2,27.3,74,10240.0,91.0
01.04.1960 00:00,10.4,-0.9,3.5,10,13866.0,110.0
01.05.1960 00:00,15.8,0.5,48.1,93,17226.0,125.0
01.06.1960 00:00,18.2,-0.8,43.9,91,15834.0,104.0
01.07.1960 00:00,16.8,-3.8,94.4,153,12873.0,79.0
01.08.1960 00:00,16.7,-3.2,80.6,135,14463.0,97.0
01.09.1960 00:00,12.7,-3.0,64.0,170,9367.0,75.0
01.10.1960 00:00,8.7,-2.0,57.4,134,6237.0,65.0
01.11.1960 00:00,4.9,-0.1,65.9,131,4449.0,78.0
01.12.1960 00:00,-0.5,-1.4,18.1,27,3878.0,95.0
01.01.1961 00:00,-1.0,-1.5,72.1,139,3831.0,68.0
01.02.1961 00:00,4.7,2.4,78.3,194,6873.0,88.0
01.03.1961 00:00,7.1,-0.1,7.4,20,15178.0,135.0
01.04.1961 00:00,11.7,0.4,54.3,161,10295.0,82.0
01.05.1961 00:00,13.0,-2.3,20.1,39,14104.0,103.0
01.06.1961 00:00,18.1,-0.9,40.6,84,15000.0,98.0
01.07.1961 00:00,17.7,-2.9,57.3,93,15634.0,96.0
01.08.1961 00:00,17.8,-2.1,39.1,66,17325.0,116.0
01.09.1961 00:00,17.8,2.1,31.3,83,13760.0,110.0
01.10.1961 00:00,9.6,-1.1,66.7,156,9073.0,95.0
01.11.1961 00:00,3.2,-1.8,24.5,49,7186.0,125.0
01.12.1961 00:00,0.7,-0.2,118.9,176,4424.0,108.0
01.01.1962 00:00,0.1,-0.4,113.4,219,4883.0,87.0
01.02.1962 00:00,0.3,-2.0,62.0,153,6918.0,88.0
01.03.1962 00:00,2.6,-4.6,65.2,177,9512.0,84.0
01.04.1962 00:00,9.4,-1.9,35.8,106,12841.0,102.0
01.05.1962 00:00,12.8,-2.5,31.5,61,14318.0,104.0
01.06.1962 00:00,17.5,-1.5,29.2,61,18816.0,123.0
01.07.1962 00:00,18.7,-1.9,18.5,30,16626.0,102.0
01.08.1962 00:00,19.8,-0.1,25.3,42,19961.0,133.0
01.09.1962 00:00,14.8,-0.9,17.9,48,13487.0,108.0
01.10.1962 00:00,9.5,-1.2,4.6,11,11343.0,118.0
01.11.1962 00:00,2.5,-2.5,27.9,55,5148.0,90.0
01.12.1962 00:00,-3.7,-4.6,105.5,156,4395.0,107.0
01.01.1963 00:00,-4.9,-5.4,28.1,54,5181.0,92.0
01.02.1963 00:00,-2.5,-4.8,25.2,62,6233.0,79.0
01.03.1963 00:00,3.7,-3.5,104.9,284,7721.0,68.0
01.04.1963 00:00,10.6,-0.7,16.0,47,11302.0,90.0
01.05.1963 00:00,13.6,-1.7,13.6,26,13919.0,101.0
01.06.1963 00:00,16.9,-2.1,74.5,155,12659.0,83.0
01.07.1963 00:00,19.7,-0.9,46.4,75,17744.0,109.0
01.08.1963 00:00,16.5,-3.4,88.4,148,12977.0,87.0
01.09.1963 00:00,14.5,-1.2,13.0,35,10491.0,84.0
01.10.1963 00:00,8.8,-1.9,41.3,96,11731.0,122.0
01.11.1963 00:00,5.6,0.6,92.8,184,5076.0,89.0
01.12.1963 00:00,-1.6,-2.5,2.8,4,6058.0,148.0
01.01.1964 00:00,-3.5,-4.0,3.4,7,6243.0,111.0
01.02.1964 00:00,3.0,0.7,3.5,9,8120.0,103.0
01.03.1964 00:00,4.9,-2.3,34.2,93,4570.0,41.0
01.04.1964 00:00,10.5,-0.8,44.3,131,11278.0,90.0
01.05.1964 00:00,15.4,0.1,50.4,97,13692.0,100.0
01.06.1964 00:00,18.6,-0.4,33.4,69,15846.0,104.0
01.07.1964 00:00,20.5,-0.1,33.0,53,19207.0,118.0
01.08.1964 00:00,17.5,-2.4,46.8,79,14500.0,97.0
01.09.1964 00:00,14.4,-1.3,47.8,127,13141.0,105.0
01.10.1964 00:00,7.3,-3.4,68.1,159,8459.0,88.0
01.11.1964 00:00,3.8,-1.2,48.6,96,4828.0,84.0
01.12.1964 00:00,-1.6,-2.5,18.0,27,4181.0,102.0
01.01.1965 00:00,-0.4,-0.9,46.5,90,3928.0,70.0
01.02.1965 00:00,-2.0,-4.3,3.5,9,9997.0,127.0
01.03.1965 00:00,5.1,-2.1,83.7,227,9753.0,86.0
01.04.1965 00:00,8.2,-3.1,29.8,88,9637.0,77.0
01.05.1965 00:00,13.2,-2.1,70.1,135,13281.0,97.0
01.06.1965 00:00,17.4,-1.6,40.1,83,13388.0,88.0
01.07.1965 00:00,16.9,-3.7,126.2,204,14619.0,90.0
01.08.1965 00:00,16.4,-3.5,80.4,135,12512.0,83.0
01.09.1965 00:00,12.1,-3.6,64.9,173,10145.0,81.0
01.10.1965 00:00,9.2,-1.5,0.9,2,11196.0,117.0
01.11.1965 00:00,3.4,-1.6,119.4,237,2960.0,52.0
01.12.1965 00:00,0.0,-0.9,167.8,248,1789.0,44.0
01.01.1966 00:00,-2.9,-3.4,55.7,108,5376.0,96.0
01.02.1966 00:00,5.4,3.1,91.4,226,4576.0,58.0
01.03.1966 00:00,4.3,-2.9,35.7,97,10752.0,95.0
01.04.1966 00:00,10.7,-0.6,52.1,155,11103.0,88.0
01.05.1966 00:00,14.7,-0.6,19.0,37,14699.0,107.0
01.06.1966 00:00,18.5,-0.5,17.7,37,16259.0,107.0
01.07.1966 00:00,17.2,-3.4,45.1,73,15102.0,93.0
01.08.1966 00:00,16.4,-3.5,68.9,116,12934.0,86.0
01.09.1966 00:00,15.9,0.2,13.4,36,13893.0,111.0
01.10.1966 00:00,11.6,0.9,48.1,112,7451.0,78.0
01.11.1966 00:00,2.0,-3.0,49.8,99,4659.0,81.0
01.12.1966 00:00,-0.5,-1.4,92.0,136,2907.0,71.0
01.01.1967 00:00,-0.8,-1.3,26.7,52,6659.0,119.0
01.02.1967 00:00,2.7,0.4,86.6,214,7212.0,92.0
01.03.1967 00:00,6.6,-0.6,70.1,190,8249.0,73.0
01.04.1967 00:00,9.0,-2.3,8.2,24,13034.0,103.0
01.05.1967 00:00,13.8,-1.5,45.6,88,13128.0,95.0
01.06.1967 00:00,16.9,-2.1,34.0,71,14734.0,97.0
01.07.1967 00:00,20.7,0.1,48.7,79,18458.0,113.0
01.08.1967 00:00,17.9,-2.0,74.2,124,15466.0,103.0
01.09.1967 00:00,14.0,-1.7,36.3,97,9333.0,75.0
01.10.1967 00:00,11.4,0.7,30.3,71,12526.0,131.0
01.11.1967 00:00,4.5,-0.5,34.4,68,6311.0,110.0
01.12.1967 00:00,-2.7,-3.6,32.5,48,3608.0,88.0
01.01.1968 00:00,-2.3,-2.8,138.8,268,3841.0,69.0
01.02.1968 00:00,2.1,-0.2,28.6,71,6153.0,78.0
01.03.1968 00:00,6.1,-1.1,11.8,32,11154.0,99.0
01.04.1968 00:00,11.8,0.5,27.9,83,12992.0,103.0
01.05.1968 00:00,13.8,-1.5,21.6,42,14435.0,105.0
01.06.1968 00:00,17.3,-1.7,24.2,50,15792.0,104.0
01.07.1968 00:00,19.1,-1.5,65.8,106,17838.0,110.0
01.08.1968 00:00,16.0,-3.9,73.9,124,10959.0,73.0
01.09.1968 00:00,13.5,-2.2,94.3,251,10774.0,86.0
01.10.1968 00:00,11.0,0.3,16.8,39,10337.0,108.0
01.11.1968 00:00,3.8,-1.2,90.0,179,5081.0,89.0
01.12.1968 00:00,-0.5,-1.4,77.4,114,3760.0,92.0
01.01.1969 00:00,0.1,-0.4,20.2,39,4934.0,88.0
01.02.1969 00:00,-0.6,-2.9,25.8,64,6098.0,78.0
01.03.1969 00:00,5.8,-1.4,17.5,47,8288.0,73.0
01.04.1969 00:00,9.0,-2.3,69.6,207,9783.0,78.0
01.05.1969 00:00,14.8,-0.5,29.9,58,15770.0,115.0
01.06.1969 00:00,15.3,-3.7,67.1,139,12502.0,82.0
01.07.1969 00:00,19.3,-1.3,62.1,100,17541.0,108.0
01.08.1969 00:00,17.1,-2.8,80.2,135,13729.0,92.0
01.09.1969 00:00,15.3,-0.4,39.7,106,11263.0,90.0
01.10.1969 00:00,10.7,0.0,2.6,6,11534.0,120.0
01.11.1969 00:00,3.9,-1.1,80.5,160,5658.0,99.0
01.12.1969 00:00,-5.1,-6.0,30.1,44,4634.0,113.0
01.01.1970 00:00,0.6,0.1,33.3,64,3601.0,64.0
01.02.1970 00:00,0.5,-1.8,199.0,493,2968.0,38.0
01.03.1970 00:00,2.6,-4.6,68.7,186,7514.0,67.0
01.04.1970 00:00,7.1,-4.2,74.0,220,10284.0,82.0
01.05.1970 00:00,13.1,-2.2,32.4,62,14507.0,105.0
01.06.1970 00:00,18.4,-0.6,51.1,106,14872.0,98.0
01.07.1970 00:00,18.6,-2.0,33.8,55,18029.0,111.0
01.08.1970 00:00,18.0,-1.9,62.8,105,13458.0,90.0
01.09.1970 00:00,16.2,0.5,20.0,53,14931.0,120.0
01.10.1970 00:00,8.9,-1.8,29.5,69,9302.0,97.0
01.11.1970 00:00,5.4,0.4,56.6,112,5918.0,103.0
01.12.1970 00:00,-1.1,-2.0,8.5,13,5293.0,129.0
01.01.1971 00:00,-2.0,-2.5,42.9,83,5771.0,103.0
01.02.1971 00:00,1.2,-1.1,13.7,34,7595.0,97.0
01.03.1971 00:00,1.8,-5.4,61.7,167,9814.0,87.0
01.04.1971 00:00,12.5,1.2,17.8,53,13693.0,109.0
01.05.1971 00:00,14.9,-0.4,60.9,117,11267.0,82.0
01.06.1971 00:00,15.6,-3.4,70.1,145,12647.0,83.0
01.07.1971 00:00,20.7,0.1,22.8,37,19939.0,123.0
01.08.1971 00:00,19.5,-0.4,89.4,150,16333.0,109.0
01.09.1971 00:00,14.2,-1.5,17.6,47,14648.0,117.0
01.10.1971 00:00,9.9,-0.8,10.9,25,12062.0,126.0
01.11.1971 00:00,1.9,-3.1,127.1,252,5548.0,97.0
01.12.1971 00:00,-0.5,-1.4,4.4,6,5603.0,137.0
01.01.1972 00:00,0.0,-0.5,19.2,37,4688.0,84.0
01.02.1972 00:00,4.6,2.3,26.2,65,4606.0,59.0
01.03.1972 00:00,7.4,0.2,7.8,21,10455.0,93.0
01.04.1972 00:00,8.8,-2.5,37.7,112,10698.0,85.0
01.05.1972 00:00,13.1,-2.2,26.9,52,12328.0,90.0
01.06.1972 00:00,15.7,-3.3,43.7,91,13529.0,89.0
01.07.1972 00:00,18.8,-1.8,24.8,40,15279.0,94.0
01.08.1972 00:00,17.4,-2.5,28.9,48,14228.0,95.0
01.09.1972 00:00,12.1,-3.6,9.8,26,11057.0,89.0
01.10.1972 00:00,8.5,-2.2,27.4,64,9488.0,99.0
01.11.1972 00:00,3.6,-1.4,161.6,321,5548.0,97.0
01.12.1972 00:00,0.7,-0.2,13.2,19,5801.0,141.0
01.01.1973 00:00,-0.7,-1.2,19.6,38,4376.0,78.0
01.02.1973 00:00,-0.9,-3.2,35.2,87,7264.0,93.0
01.03.1973 00:00,4.1,-3.1,3.8,10,12470.0,111.0
01.04.1973 00:00,6.7,-4.6,45.6,135,12565.0,100.0
01.05.1973 00:00,14.9,-0.4,24.1,46,13768.0,100.0
01.06.1973 00:00,17.6,-1.4,80.0,166,14859.0,97.0
01.07.1973 00:00,18.1,-2.5,95.0,153,14543.0,89.0
01.08.1973 00:00,19.6,-0.3,30.0,50,13994.0,93.0
01.09.1973 00:00,15.1,-0.6,38.4,102,12729.0,102.0
01.10.1973 00:00,8.2,-2.5,50.8,119,8656.0,90.0
01.11.1973 00:00,3.0,-2.0,39.1,78,6664.0,116.0
01.12.1973 00:00,-0.2,-1.1,43.5,64,3940.0,96.0
01.01.1974 00:00,2.3,1.8,18.7,36,4192.0,75.0
01.02.1974 00:00,3.2,0.9,47.5,118,4890.0,62.0
01.03.1974 00:00,7.4,0.2,49.8,135,8026.0,71.0
01.04.1974 00:00,9.6,-1.7,10.2,30,13925.0,111.0
01.05.1974 00:00,12.9,-2.4,56.7,109,11842.0,86.0
01.06.1974 00:00,15.7,-3.3,120.9,251,13933.0,91.0
01.07.1974 00:00,18.5,-2.1,22.6,37,16744.0,103.0
01.08.1974 00:00,19.3,-0.6,40.3,68,16105.0,107.0
01.09.1974 00:00,13.6,-2.1,87.9,234,10421.0,84.0
01.10.1974 00:00,4.4,-6.3,108.9,254,5601.0,58.0
01.11.1974 00:00,3.7,-1.3,86.0,171,4484.0,78.0
01.12.1974 00:00,1.3,0.4,67.7,100,4741.0,116.0
01.01.1975 00:00,2.2,1.7,89.3,172,5109.0,91.0
01.02.1975 00:00,2.8,0.5,4.0,10,10452.0,133.0
01.03.1975 00:00,4.4,-2.8,33.4,91,7508.0,67.0
01.04.1975 00:00,9.1,-2.2,31.3,93,13937.0,111.0
01.05.1975 00:00,13.7,-1.6,41.9,81,12896.0,94.0
01.06.1975 00:00,16.1,-2.9,30.7,64,13460.0,88.0
01.07.1975 00:00,19.3,-1.3,41.8,68,17924.0,110.0
01.08.1975 00:00,18.2,-1.7,40.2,67,12621.0,84.0
01.09.1975 00:00,16.2,0.5,38.3,102,9956.0,80.0
01.10.1975 00:00,7.9,-2.8,8.2,19,9798.0,102.0
01.11.1975 00:00,3.2,-1.8,72.0,143,5721.0,100.0
01.12.1975 00:00,-1.5,-2.4,0.8,1,4931.0,120.0
01.01.1976 00:00,0.3,-0.2,7.6,15,4967.0,89.0
01.02.1976 00:00,1.6,-0.7,41.2,102,7863.0,100.0
01.03.1976 00:00,4.8,-2.4,7.7,21,11364.0,101.0
01.04.1976 00:00,9.2,-2.1,35.8,106,14437.0,115.0
01.05.1976 00:00,15.0,-0.3,12.6,24,16433.0,119.0
01.06.1976 00:00,19.6,0.6,24.5,51,19888.0,130.0
01.07.1976 00:00,19.7,-0.9,57.0,92,14172.0,87.0
01.08.1976 00:00,17.4,-2.5,38.9,65,15053.0,100.0
01.09.1976 00:00,13.2,-2.5,37.3,99,10580.0,85.0
01.10.1976 00:00,10.6,-0.1,46.9,110,6920.0,72.0
01.11.1976 00:00,3.4,-1.6,47.5,94,5990.0,105.0
01.12.1976 00:00,-1.6,-2.5,130.8,193,4048.0,99.0
01.01.1977 00:00,0.3,-0.2,50.3,97,3441.0,61.0
01.02.1977 00:00,3.5,1.2,112.1,277,4113.0,52.0
01.03.1977 00:00,8.0,0.8,25.6,69,8981.0,80.0
01.04.1977 00:00,8.0,-3.3,98.9,293,8856.0,70.0
01.05.1977 00:00,13.0,-2.3,52.1,100,10749.0,78.0
01.06.1977 00:00,16.2,-2.8,43.1,89,12483.0,82.0
01.07.1977 00:00,18.5,-2.1,59.1,95,15143.0,93.0
01.08.1977 00:00,16.6,-3.3,34.4,58,13027.0,87.0
01.09.1977 00:00,13.7,-2.0,10.5,28,13006.0,104.0
01.10.1977 00:00,10.4,-0.3,68.5,160,8244.0,86.0
01.11.1977 00:00,3.3,-1.7,75.4,150,6024.0,105.0
01.12.1977 00:00,0.8,-0.1,56.8,84,4199.0,102.0
01.01.1978 00:00,-0.3,-0.8,66.3,128,3086.0,55.0
01.02.1978 00:00,0.9,-1.4,86.4,214,4313.0,55.0
01.03.1978 00:00,5.4,-1.8,109.4,296,6971.0,62.0
01.04.1978 00:00,8.2,-3.1,10.0,30,9488.0,75.0
01.05.1978 00:00,12.3,-3.0,41.2,79,10522.0,76.0
01.06.1978 00:00,15.8,-3.2,86.2,179,12156.0,80.0
01.07.1978 00:00,17.4,-3.2,31.7,51,13612.0,84.0
01.08.1978 00:00,16.3,-3.6,53.7,90,14694.0,98.0
01.09.1978 00:00,13.2,-2.5,13.8,37,13962.0,112.0
01.10.1978 00:00,7.3,-3.4,17.3,40,12034.0,126.0
01.11.1978 00:00,0.6,-4.4,0.6,1,9462.0,165.0
01.12.1978 00:00,0.7,-0.2,96.4,142,3128.0,76.0
01.01.1979 00:00,-2.3,-2.8,74.1,143,4559.0,81.0
01.02.1979 00:00,2.5,0.2,69.9,173,5990.0,76.0
01.03.1979 00:00,5.9,-1.3,87.9,238,7137.0,63.0
01.04.1979 00:00,7.6,-3.7,20.6,61,11489.0,91.0
01.05.1979 00:00,13.3,-2.0,43.0,83,14596.0,106.0
01.06.1979 00:00,17.4,-1.6,34.4,71,12995.0,85.0
01.07.1979 00:00,18.7,-1.9,24.6,40,17312.0,106.0
01.08.1979 00:00,16.5,-3.4,61.9,104,15371.0,103.0
01.09.1979 00:00,13.9,-1.8,33.7,90,13070.0,105.0
01.10.1979 00:00,10.7,0.0,72.6,170,7903.0,82.0
01.11.1979 00:00,2.6,-2.4,68.2,135,6488.0,113.0
01.12.1979 00:00,1.4,0.5,106.1,157,2743.0,67.0
01.01.1980 00:00,-1.6,-2.1,90.5,175,3897.0,70.0
