year-month,total precipitation (mm),mean temperature (°C)
2003-02,43.6,-0.5
2003-03,22.7,7.0
2003-04,60.9,10.0
2003-05,65.4,15.3
2003-06,86.8,21.9
2003-07,114.2,20.0
2003-08,79.8,22.4
2003-09,51.0,14.8
2003-10,149.1,8.2
2003-11,61.7,6.6
2003-12,42.7,3.2
2004-01,141.3,2.1
2004-02,32.8,2.5
2004-03,30.3,5.1
2004-04,63.7,9.8
2004-05,122.7,12.0
2004-06,266.5,16.0
2004-07,121.2,18.1
2004-08,101.2,18.5
2004-09,86.2,15.1
2004-10,91.6,12.3
2004-11,24.1,4.3
2004-12,51.6,1.0
2005-01,84.6,-0.4
2005-02,55.3,-1.2
2005-03,18.5,5.3
2005-04,72.3,10.1
2005-05,124.0,13.9
2005-06,105.2,18.6
2005-07,110.5,18.3
2005-08,292.6,15.9
2005-09,52.2,16.2
2005-10,47.9,10.7
2005-11,19.6,4.4
2005-12,89.4,-0.1
2006-01,26.0,-0.8
2006-02,64.3,1.2
2006-03,97.1,3.4
2006-04,81.8,8.8
2006-05,158.5,13.6
2006-06,112.8,17.7
2006-07,89.5,21.9
2006-08,248.1,14.9
2006-09,132.8,17.1
2006-10,34.2,13.6
2006-11,45.7,8.1
2006-12,67.4,2.1
2007-01,46.3,3.6
2007-02,57.1,4.6
2007-03,109.7,5.7
2007-04,20.3,13.9
2007-05,179.5,14.7
2007-06,134.4,17.3
2007-07,203.5,17.9
2007-08,212.9,17.0
2007-09,94.7,13.2
2007-10,34.2,9.9
2007-11,90.3,3.9
2007-12,86.2,1.0
2008-01,70.8,3.9
2008-02,31.0,3.7
2008-03,84.4,5.0
2008-04,146.3,8.3
2008-05,18.0,16.3
2008-06,87.0,17.5
2008-07,184.2,18.2
2008-08,172.6,17.8
2008-09,152.6,13.3
2008-10,141.9,9.9
2008-11,66.8,5.7
2008-12,64.9,2.2
2009-01,31.2,-0.3
2009-02,61.2,2.2
2009-03,107.1,4.7
2009-04,67.5,12.0
2009-05,63.3,16.2
2009-06,171.1,16.6
2009-07,188.6,18.8
2009-08,133.1,19.6
2009-09,58.8,15.8
2009-10,93.2,10.4
2009-11,131.4,7.7
2009-12,61.0,2.1
2010-01,26.3,-0.8
2010-02,16.8,2.5
2010-03,57.8,5.5
2010-04,20.0,9.9
2010-05,185.2,12.2
2010-06,98.3,17.2
2010-07,214.2,19.8
2010-08,259.0,17.2
2010-09,110.5,13.5
2010-10,41.8,10.4
2010-11,77.1,6.0
2010-12,45.7,1.4
2011-01,37.5,2.3
2011-02,20.9,2.7
2011-03,25.7,7.1
2011-04,34.2,12.2
2011-05,101.7,15.3
2011-06,151.0,17.2
2011-07,150.0,17.0
2011-08,103.4,19.5
2011-09,90.3,16.5
2011-10,117.1,9.9
2011-11,0.0,5.5
2011-12,177.4,3.5
2012-01,137.4,2.3
2012-02,25.3,-2.2
2012-03,27.8,7.2
2012-04,61.2,10.2
2012-05,88.4,14.5
2012-06,161.1,17.5
2012-07,112.6,18.3
2012-08,150.1,19.6
2012-09,131.5,14.8
2012-10,103.3,11.1
2012-11,58.2,6.2
2012-12,135.4,2.6
2013-01,50.5,1.4
2013-02,69.6,-0.1
2013-03,16.3,4.9
2013-04,84.6,9.4
2013-05,189.6,11.7
2013-06,123.2,16.4
2013-07,112.4,20.0
2013-08,103.8,18.6
2013-09,120.0,14.7
2013-10,68.1,12.9
2013-11,93.5,4.6
2013-12,43.7,1.7
2014-01,49.9,3.7
2014-02,52.5,5.5
2014-03,32.3,7.1
2014-04,65.7,11.4
2014-05,119.9,13.2
2014-06,161.8,17.7
2014-07,211.5,18.2
2014-08,164.3,16.8
2014-09,71.5,15.1
2014-10,109.9,12.9
2014-11,134.3,7.9
2014-12,60.4,3.8
2015-01,99.4,2.7
2015-02,22.7,0.8
2015-03,88.7,6.8
2015-04,69.5,9.8
2015-05,150.9,14.2
2015-06,110.1,18.3
2015-07,51.1,21.8
2015-08,71.5,19.9
2015-09,95.8,13.9
2015-10,52.2,10.0
2015-11,80.3,6.3
2015-12,16.3,2.4
2016-01,92.6,2.6
2016-02,98.8,5.1
2016-03,42.4,5.7
2016-04,96.7,10.1
2016-05,183.3,13.8
2016-06,193.5,16.6
2016-07,130.7,19.2
2016-08,137.1,18.4
2016-09,85.9,16.7
2016-10,67.8,9.9
2016-11,35.6,7.6
2016-12,3.6,0.4
2017-01,77.6,-1.0
2017-02,44.8,4.8
2017-03,144.0,8.5
2017-04,97.6,9.1
2017-05,44.6,15.0
2017-06,131.9,19.6
2017-07,107.0,19.4
2017-08,209.0,19.2
2017-09,141.3,13.0
2017-10,95.9,10.6
2017-11,93.9,5.0
2017-12,79.6,2.1
2018-01,205.5,5.7
2018-02,49.9,0.1
2018-03,103.7,5.6
2018-04,24.7,13.4
2018-05,89.7,15.2
2018-06,62.9,18.7
2018-07,106.4,20.6
2018-08,129.2,19.9
2018-09,70.9,16.3
2018-10,90.3,12.2
2018-11,3.0,7.5
2018-12,190.6,3.8
2019-01,122.9,0.8
2019-02,20.9,3.3
2019-03,80.9,6.8
2019-04,136.1,10.2
2019-05,102.3,11.1
2019-06,116.9,19.2
2019-07,70.3,20.4
2019-08,107.0,18.9
2019-09,88.0,15.2
2019-10,164.6,12.8
2019-11,92.6,6.7
2019-12,80.6,5.6
2020-01,28.3,1.8
2020-02,91.4,5.8
2020-03,47.7,6.2
2020-04,32.4,12.0
2020-05,100.9,14.2
2020-06,170.5,16.4
2020-07,146.8,19.3
2020-08,224.4,19.0
2020-09,58.5,15.9
2020-10,126.2,10.3
2020-11,11.7,5.7
2020-12,99.2,2.6
2021-01,191.1,1.3
2021-02,24.5,4.9
2021-03,76.2,5.3
2021-04,20.0,8.5
2021-05,134.0,11.3
2021-06,115.7,19.0
2021-07,340.6,17.9
2021-08,115.3,17.5
2021-09,67.1,16.2
2021-10,31.8,10.3
2021-11,41.6,4.6
2021-12,95.1,2.3
2022-01,38.4,0.9
2022-02,104.8,4.0
2022-03,7.3,7.1
2022-04,73.4,9.2
2022-05,68.1,16.1
2022-06,135.5,19.5
2022-07,86.8,20.9
2022-08,138.3,20.0
2022-09,157.0,14.5
2022-10,61.4,13.5
2022-11,34.5,7.6
2022-12,95.7,3.3
2023-01,27.3,3.2
2023-02,20.1,3.2
2023-03,117.2,6.9
2023-04,109.9,8.9
2023-05,119.9,13.7
2023-06,66.4,19.5
2023-07,152.9,20.3
2023-08,218.2,19.2
2023-09,65.5,17.9
2023-10,85.6,13.6
2023-11,223.6,6.3
2023-12,140.7,4.3
2024-01,57.8,2.6
2024-02,50.0,7.0
2024-03,159.8,8.7
2024-04,91.7,10.7
2024-05,137.0,14.1
2024-06,160.1,17.9
2024-07,112.2,20.1
2024-08,99.8,20.8
2024-09,96.1,14.8
2024-10,83.8,12.1
2024-11,44.0,5.7
2024-12,93.1,2.1
2025-01,73.9,3.6
2025-02,21.2,4.1
2025-03,24.3,8.3
2025-04,39.1,11.3
2025-05,122.6,13.8
2025-06,120.7,20.4
2025-07,281.4,18.5
2025-08,152.6,19.4
2025-09,147.0,14.8
