year-month,total precipitation (mm),mean temperature (°C)
2015-05,114.5,15.4
2015-06,34.6,20.2
2015-07,40.0,23.6
2015-08,73.1,20.5
2015-09,13.3,14.5
2015-10,29.3,10.1
2015-11,42.1,5.7
2015-12,3.9,2.2
2016-01,127.3,2.2
2016-02,87.3,4.2
2016-03,18.1,6.4
2016-04,39.4,11.1
2016-05,75.1,14.5
2016-06,44.4,18.3
2016-07,46.6,21.1
2016-08,26.6,20.6
2016-09,14.2,18.0
2016-10,32.3,9.7
2016-11,75.2,5.7
2016-12,0.0,-0.7
2017-01,31.5,-2.4
2017-02,39.3,5.1
2017-03,61.6,9.5
2017-04,20.8,11.4
2017-05,43.9,16.2
2017-06,67.8,21.3
2017-07,50.6,21.7
2017-08,69.6,20.9
2017-09,10.8,14.4
2017-10,12.2,11.4
2017-11,43.3,4.0
2017-12,113.9,-0.6
2018-01,197.0,3.8
2018-02,29.9,0.6
2018-03,30.8,5.8
2018-04,29.3,14.1
2018-05,36.8,16.6
2018-06,25.8,20.7
2018-07,25.0,22.9
2018-08,82.3,21.4
2018-09,20.4,18.3
2018-10,38.1,12.0
2018-11,7.0,6.6
2018-12,110.7,2.9
2019-01,25.1,-0.1
2019-02,17.0,3.9
2019-03,37.4,7.8
2019-04,28.2,11.2
2019-05,51.0,13.1
2019-06,52.8,20.8
2019-07,76.1,22.6
2019-08,82.1,20.6
2019-09,4.9,17.0
2019-10,47.9,12.5
2019-11,78.2,5.6
2019-12,106.8,3.3
2020-01,24.2,1.3
2020-02,78.6,5.6
2020-03,64.2,7.2
2020-04,23.1,13.8
2020-05,47.4,16.2
2020-06,46.9,18.2
2020-07,39.7,21.5
2020-08,80.5,20.5
2020-09,35.2,16.7
2020-10,66.8,9.7
2020-11,4.6,5.4
2020-12,33.8,1.9
2021-01,100.1,0.1
2021-02,30.8,5.4
2021-03,31.8,7.2
2021-04,19.5,10.0
2021-05,107.6,12.3
2021-06,42.7,20.4
2021-07,133.9,19.3
2021-08,41.4,18.9
2021-09,50.5,17.0
2021-10,17.6,10.0
2021-11,15.7,4.3
2021-12,104.1,-0.9
2022-01,11.7,-0.5
2022-02,25.8,4.1
2022-03,6.5,8.0
2022-04,27.5,11.0
2022-05,30.5,18.0
2022-06,52.3,21.2
2022-07,29.4,23.6
2022-08,36.4,22.0
2022-09,46.0,15.9
2022-10,77.7,13.8
2022-11,52.0,6.4
2022-12,90.3,2.7
2023-01,46.2,0.2
2023-02,0.1,3.7
2023-03,123.8,7.6
2023-04,67.8,10.3
2023-05,23.6,15.9
2023-06,35.7,21.0
2023-07,78.4,22.0
2023-08,58.4,21.4
2023-09,35.7,19.0
2023-10,47.5,13.0
2023-11,186.1,4.9
2023-12,118.8,2.7
2024-01,52.4,2.7
2024-02,42.3,6.7
2024-03,49.0,9.0
2024-04,12.1,11.3
2024-05,74.9,14.8
2024-06,47.7,19.0
2024-07,58.6,21.7
2024-08,28.1,22.1
2024-09,70.0,15.0
2024-10,76.7,12.2
2024-11,71.7,4.6
2024-12,51.6,1.1
2025-01,77.1,2.1
2025-02,7.4,4.1
2025-03,3.6,9.0
2025-04,83.4,12.5
2025-05,46.6,15.6
2025-06,55.3,21.9
2025-07,52.3,20.7
2025-08,49.7,21.2
2025-09,41.8,15.6
