year-month,total precipitation (mm),mean temperature (°C)
2010-05,152.8,5.4
2010-06,90.9,10.8
2010-07,112.6,14.1
2010-08,234.4,11.1
2010-09,93.0,7.4
2010-10,36.3,3.7
2010-11,88.3,-1.0
2010-12,54.9,-6.4
2011-01,38.8,-4.9
2011-02,17.4,-2.3
2011-03,25.5,0.6
2011-04,22.0,5.5
2011-05,126.2,8.7
2011-06,119.7,10.7
2011-07,158.3,10.4
2011-08,128.5,13.5
2011-09,129.1,10.5
2011-10,111.1,4.3
2011-11,0.0,2.8
2011-12,193.7,-3.1
2012-01,175.9,-5.1
2012-02,47.4,-9.5
2012-03,26.3,1.0
2012-04,68.3,2.7
2012-05,48.1,7.9
2012-06,186.0,12.0
2012-07,168.1,12.4
2012-08,155.9,14.0
2012-09,88.4,9.2
2012-10,101.4,5.4
2012-11,56.4,1.5
2012-12,110.1,-4.7
2013-01,39.0,-4.7
2013-02,39.9,-7.8
2013-03,31.6,-1.8
2013-04,37.0,3.8
2013-05,142.9,5.4
2013-06,106.5,9.9
2013-07,62.7,14.4
2013-08,95.9,13.0
2013-09,130.2,9.0
2013-10,115.5,6.4
2013-11,93.9,-1.9
2013-12,28.6,-2.0
2014-01,55.0,-2.6
2014-02,66.2,-2.1
2014-03,35.4,0.7
2014-04,36.4,4.4
2014-05,48.0,6.4
2014-06,152.1,11.4
2014-07,173.3,11.8
2014-08,167.3,10.4
2014-09,60.2,9.2
2014-10,102.4,6.4
2014-11,75.6,3.5
2014-12,49.6,-2.2
2015-01,87.6,-4.1
2015-02,22.7,-5.5
2015-03,76.7,-0.2
2015-04,45.1,3.1
2015-05,136.2,7.7
2015-06,95.5,11.8
2015-07,75.7,16.0
2015-08,90.2,14.1
2015-09,130.0,7.6
2015-10,67.1,4.5
2015-11,21.6,2.2
2015-12,17.6,0.5
2016-01,90.2,-3.7
2016-02,86.0,-2.1
2016-03,42.5,-1.7
2016-04,89.3,3.5
2016-05,124.1,6.4
2016-06,219.7,10.4
2016-07,142.0,13.1
2016-08,141.0,12.8
2016-09,120.0,10.5
2016-10,46.9,3.9
2016-11,45.1,0.6
2016-12,6.2,-1.2
2017-01,83.7,-7.4
2017-02,43.1,-1.4
2017-03,89.9,1.9
2017-04,50.1,2.5
2017-05,80.5,8.5
2017-06,181.5,13.4
2017-07,124.1,13.2
2017-08,148.3,13.9
2017-09,161.9,6.5
2017-10,76.5,5.6
2017-11,64.0,-1.5
2017-12,89.4,-5.0
2018-01,262.9,-2.5
2018-02,24.3,-7.9
2018-03,48.5,-1.6
2018-04,33.4,5.9
2018-05,65.3,9.2
2018-06,87.3,12.1
2018-07,80.4,14.3
2018-08,100.1,14.0
2018-09,66.2,10.9
2018-10,126.4,6.6
2018-11,14.6,2.0
2018-12,173.4,-3.3
2019-01,170.8,-7.6
2019-02,33.5,-1.8
2019-03,94.1,-0.2
2019-04,71.9,3.1
2019-05,135.4,4.2
2019-06,66.2,14.5
2019-07,119.2,14.1
2019-08,197.8,13.4
2019-09,97.0,9.3
2019-10,123.2,7.1
2019-11,115.7,0.1
2019-12,89.3,-1.7
2020-01,36.2,-2.7
2020-02,95.7,-1.5
2020-03,60.6,-0.5
2020-04,42.4,6.0
2020-05,70.4,7.8
2020-06,152.7,10.1
2020-07,95.9,13.4
2020-08,166.3,13.2
2020-09,119.2,10.0
2020-10,110.2,3.7
2020-11,6.5,2.1
2020-12,75.8,-3.3
2021-01,158.4,-6.6
2021-02,24.2,-1.6
2021-03,50.4,-1.6
2021-04,30.3,0.9
2021-05,91.2,5.0
2021-06,48.2,13.2
2021-07,182.8,12.5
2021-08,157.2,11.5
2021-09,54.4,10.5
2021-10,12.1,4.7
2021-11,95.8,-1.0
2021-12,51.6,-3.0
2022-01,35.5,-4.1
2022-02,85.6,-3.4
2022-03,5.0,0.0
2022-04,33.9,3.3
2022-05,67.4,9.7
2022-06,131.1,13.5
2022-07,92.7,14.8
2022-08,85.8,14.3
2022-09,114.4,8.1
2022-10,98.1,8.6
2022-11,42.8,1.3
2022-12,39.1,-2.5
2023-01,18.3,-4.3
2023-02,23.0,-2.2
2023-03,71.9,0.9
2023-04,85.2,2.1
2023-05,112.5,7.9
2023-06,76.4,13.0
2023-07,118.8,14.0
2023-08,218.6,13.6
2023-09,69.6,12.4
2023-10,105.7,8.2
2023-11,137.1,-1.1
2023-12,166.1,-2.2
2024-01,66.5,-3.5
2024-02,48.9,0.7
2024-03,114.7,1.5
2024-04,51.0,3.6
2024-05,115.4,7.8
2024-06,100.5,11.7
2024-07,136.0,14.6
2024-08,85.1,15.5
2024-09,142.0,8.4
2024-10,67.0,7.1
2024-11,33.4,0.7
2024-12,42.2,-3.2
2025-01,47.4,-3.0
2025-02,5.0,-1.4
2025-03,26.3,1.3
2025-04,16.2,5.7
2025-05,157.8,7.1
2025-06,126.6,14.6
2025-07,192.9,11.9
2025-08,139.3,13.5
2025-09,98.3,9.6
